user_pseudo_id,predicted_value,predicted_conversion,conversion_probability_group,probability_group
397117819.1744690427,0.016,0,LOW,0-10%
831721012.1744699271,0.024634381568009962,0,LOW,0-10%
2001544374.1744072588,0.5014791763791767,1,MEDIUM,50-60%
7308175.1744090017,1.0,1,HIGH,90-100%
1247365242.1744694409,0.015629691685639255,0,LOW,0-10%
934213166.1745323182,0.015629691685639255,0,LOW,0-10%
40070543.1742789888,0.3198766042780748,0,MEDIUM,30-40%
1444185928.1743701368,0.015629691685639255,0,LOW,0-10%
450325492.1743388631,0.2105809523809524,0,LOW,20-30%
2147095733.1743813283,0.31279404761904744,0,MEDIUM,30-40%
420007603.1744852250,0.00032745313799537994,0,LOW,0-10%
286624130.1744781400,0.015629691685639255,0,LOW,0-10%
94172420.1743634099,0.001,0,LOW,0-10%
1883836013.1744110144,0.024634381568009962,0,LOW,0-10%
759961751.1745024505,0.028345003430831354,0,LOW,0-10%
1465939928.1743382028,0.015629691685639255,0,LOW,0-10%
1708791083.1744423682,0.34425,0,MEDIUM,30-40%
236586404.1744744449,0.024634381568009962,0,LOW,0-10%
510208838.1744691328,0.015629691685639255,0,LOW,0-10%
1867118395.1744700787,0.024634381568009962,0,LOW,0-10%
1595381248.1745299976,0.5045297619047624,1,MEDIUM,50-60%
647447166.1744782782,0.024634381568009962,0,LOW,0-10%
1348026719.1743378004,0.001,0,LOW,0-10%
1476319905.1743378427,0.024634381568009962,0,LOW,0-10%
1667299612.1743820131,0.015629691685639255,0,LOW,0-10%
2074369056.1726721288,0.024634381568009962,0,LOW,0-10%
670470506.1743495614,0.016,0,LOW,0-10%
845457031.1744001063,0.024634381568009962,0,LOW,0-10%
399481354.1743563351,0.015629691685639255,0,LOW,0-10%
1501691746.1744777269,0.00011919539424427428,0,LOW,0-10%
2123465843.1743391697,0.015629691685639255,0,LOW,0-10%
976350143.1743391753,0.681931757239149,1,MEDIUM,60-70%
195262805.1743459708,0.05391253746253746,0,LOW,0-10%
1127776307.1744262702,0.3847456920064057,0,MEDIUM,30-40%
1570229526.1743397492,0.001,0,LOW,0-10%
1250388055.1728886289,0.09004523809523808,0,LOW,0-10%
116900155.1744323831,0.001,0,LOW,0-10%
222217877.1743746038,0.6730698355730108,1,MEDIUM,60-70%
1011637943.1741283654,0.015629691685639255,0,LOW,0-10%
1095745338.1743395532,0.002,0,LOW,0-10%
980251910.1745008286,0.028345003430831354,0,LOW,0-10%
1873460521.1744699836,0.015629691685639255,0,LOW,0-10%
555804592.1743485347,0.024634381568009962,0,LOW,0-10%
2110424152.1743566558,0.015629691685639255,0,LOW,0-10%
1810120638.1743596519,0.0011923215535905491,0,LOW,0-10%
1727102090.1743564012,0.008,0,LOW,0-10%
398181858.1744791745,0.015629691685639255,0,LOW,0-10%
1732476986.1743549815,0.0015943194350238913,0,LOW,0-10%
540349020.1743638311,0.015629691685639255,0,LOW,0-10%
704483182.1743396550,0.024634381568009962,0,LOW,0-10%
430100040.1743581925,0.024634381568009962,0,LOW,0-10%
1677533937.1744785163,0.024634381568009962,0,LOW,0-10%
921046083.1744778558,0.2582900072150076,0,LOW,20-30%
284547345.1720403274,0.002,0,LOW,0-10%
1525410838.1744158968,0.1378793650793651,0,LOW,10-20%
277924752.1745200816,0.099,0,LOW,0-10%
1566675693.1743479399,0.024634381568009962,0,LOW,0-10%
857606119.1743473570,0.001,0,LOW,0-10%
358722792.1743986803,0.015629691685639255,0,LOW,0-10%
774846266.1743498030,0.00011919539424427428,0,LOW,0-10%
55717321.1742269073,0.015629691685639255,0,LOW,0-10%
1563590902.1743715721,0.001,0,LOW,0-10%
1668348694.1744985011,0.022,0,LOW,0-10%
1982883689.1741850225,0.0035465904329037624,0,LOW,0-10%
328528907.1741753271,0.039,0,LOW,0-10%
1574311745.1744357909,0.024634381568009962,0,LOW,0-10%
1740571208.1744512334,0.024634381568009962,0,LOW,0-10%
623070684.1677717288,0.005,0,LOW,0-10%
1077652062.1724460180,0.024634381568009962,0,LOW,0-10%
900777748.1744726520,0.015629691685639255,0,LOW,0-10%
1993568549.1743381363,0.015629691685639255,0,LOW,0-10%
1113502720.1744706799,0.024634381568009962,0,LOW,0-10%
1826737169.1743547555,0.004,0,LOW,0-10%
749812220.1745217000,0.005,0,LOW,0-10%
491620619.1744695166,0.015629691685639255,0,LOW,0-10%
1020625700.1744100574,0.068334126984127,0,LOW,0-10%
116115290.1744262657,0.024634381568009962,0,LOW,0-10%
1304740806.1726034117,0.024634381568009962,0,LOW,0-10%
1614286598.1743506031,0.006,0,LOW,0-10%
1417378065.1744508485,0.015629691685639255,0,LOW,0-10%
2085561262.1744243056,0.3847456920064057,0,MEDIUM,30-40%
1633075776.1744938513,0.022,0,LOW,0-10%
184268586.1742966403,0.002,0,LOW,0-10%
970509809.1745041989,0.017333333333333333,0,LOW,0-10%
596962396.1743731660,0.015629691685639255,0,LOW,0-10%
2115880103.1745305982,0.015629691685639255,0,LOW,0-10%
1876683006.1745111369,0.028345003430831354,0,LOW,0-10%
895476531.1743814174,0.22384789625149526,0,LOW,20-30%
295943864.1744690343,0.015629691685639255,0,LOW,0-10%
1192733977.1744087946,0.6730698355730108,1,MEDIUM,60-70%
2035736309.1744698356,0.015629691685639255,0,LOW,0-10%
1603123891.1745306846,0.022,0,LOW,0-10%
15761021.1744714373,0.3847456920064057,0,MEDIUM,30-40%
206382408.1745293028,0.003,0,LOW,0-10%
541235216.1743490723,0.015629691685639255,0,LOW,0-10%
1100695869.1743550717,0.015629691685639255,0,LOW,0-10%
862044512.1743546708,0.024634381568009962,0,LOW,0-10%
2106128723.1743414645,0.024634381568009962,0,LOW,0-10%
1763964237.1744074125,0.3847456920064057,0,MEDIUM,30-40%
811048310.1744015880,0.042,0,LOW,0-10%
2076554214.1744686278,0.015629691685639255,0,LOW,0-10%
315957484.1745285612,0.015629691685639255,0,LOW,0-10%
24975635.1744778386,0.015629691685639255,0,LOW,0-10%
783657102.1743383136,0.024634381568009962,0,LOW,0-10%
93295748.1743637986,0.31279404761904744,0,MEDIUM,30-40%
212555520.1744699671,0.024634381568009962,0,LOW,0-10%
340384806.1744842128,0.024634381568009962,0,LOW,0-10%
749961027.1744753511,0.024634381568009962,0,LOW,0-10%
1091604366.1743394433,0.015629691685639255,0,LOW,0-10%
567848543.1745238450,0.001,0,LOW,0-10%
544387876.1743550606,0.015629691685639255,0,LOW,0-10%
1351524677.1743701368,0.015629691685639255,0,LOW,0-10%
1017200083.1744789218,0.3847456920064057,0,MEDIUM,30-40%
1442760345.1743496470,0.5045297619047624,1,MEDIUM,50-60%
54315709.1743916790,0.03,0,LOW,0-10%
1006415112.1743465879,0.015629691685639255,0,LOW,0-10%
228238544.1743742908,0.024634381568009962,0,LOW,0-10%
2127778119.1743422005,0.016,0,LOW,0-10%
960616818.1744837843,0.015629691685639255,0,LOW,0-10%
6100122.1744778928,0.015629691685639255,0,LOW,0-10%
1700636432.1744705645,0.015629691685639255,0,LOW,0-10%
557926339.1743560976,0.001,0,LOW,0-10%
1763657592.1743631644,0.015629691685639255,0,LOW,0-10%
907106335.1743633134,0.09004523809523808,0,LOW,0-10%
708136310.1744710330,0.024634381568009962,0,LOW,0-10%
1147268301.1743468608,0.024634381568009962,0,LOW,0-10%
2072409388.1743557518,0.024634381568009962,0,LOW,0-10%
1534198486.1743552392,0.001,0,LOW,0-10%
904770550.1745281500,0.6730698355730108,1,MEDIUM,60-70%
638238479.1743474564,0.002,0,LOW,0-10%
1093327980.1735537439,0.002,0,LOW,0-10%
1232230298.1743399697,0.01694047619047619,0,LOW,0-10%
1808446835.1738811974,0.024634381568009962,0,LOW,0-10%
38152940.1744891724,0.017333333333333333,0,LOW,0-10%
20104539.1744254847,0.13640243367743396,0,LOW,10-20%
1224781649.1743566575,0.15680000000000002,0,LOW,10-20%
439735122.1743566830,0.015629691685639255,0,LOW,0-10%
1820588176.1743463626,0.027,0,LOW,0-10%
862088706.1744086999,0.004,0,LOW,0-10%
95884677.1745324138,0.022,0,LOW,0-10%
1927043502.1744640090,0.044186291486291496,0,LOW,0-10%
1933513274.1744707498,0.07633333333333334,0,LOW,0-10%
633093284.1744691260,0.024634381568009962,0,LOW,0-10%
715091198.1744696351,0.00032745313799537994,0,LOW,0-10%
874105254.1701739520,0.024634381568009962,0,LOW,0-10%
821601818.1743524565,0.002,0,LOW,0-10%
433939530.1745324064,0.005,0,LOW,0-10%
1894127254.1745159682,0.028345003430831354,0,LOW,0-10%
375694681.1745229663,0.026,0,LOW,0-10%
793591294.1744716403,0.015629691685639255,0,LOW,0-10%
1855943218.1744609524,0.015629691685639255,0,LOW,0-10%
1726027235.1741058265,0.015629691685639255,0,LOW,0-10%
1301605221.1744175512,0.024634381568009962,0,LOW,0-10%
1689041862.1744074374,0.015629691685639255,0,LOW,0-10%
718528611.1743556848,0.002,0,LOW,0-10%
598912899.1739183575,0.18,0,LOW,10-20%
2022635361.1744702867,0.016,0,LOW,0-10%
918462865.1744599235,0.003,0,LOW,0-10%
1026751013.1744589416,0.5045297619047624,1,MEDIUM,50-60%
258750005.1744069237,0.015629691685639255,0,LOW,0-10%
792230381.1743379673,0.060424747474747506,0,LOW,0-10%
1186650424.1744948295,0.015629691685639255,0,LOW,0-10%
2085593677.1745320981,0.028345003430831354,0,LOW,0-10%
1283746219.1743906835,0.6034663591869088,1,MEDIUM,60-70%
1874035232.1641774181,0.015629691685639255,0,LOW,0-10%
2074239143.1743825818,0.024634381568009962,0,LOW,0-10%
913921932.1743462520,0.024634381568009962,0,LOW,0-10%
1338446364.1743403574,0.015629691685639255,0,LOW,0-10%
1198200376.1744343398,0.008,0,LOW,0-10%
1640368293.1743570612,0.001,0,LOW,0-10%
108302559.1745249362,0.05,0,LOW,0-10%
321273129.1745304536,0.006,0,LOW,0-10%
1709037987.1744241924,0.047,0,LOW,0-10%
198789586.1744704572,0.015629691685639255,0,LOW,0-10%
1636973164.1743441179,0.015629691685639255,0,LOW,0-10%
827082456.1743982657,0.3847456920064057,0,MEDIUM,30-40%
925814948.1744083410,0.13640243367743396,0,LOW,10-20%
1227544622.1744776852,0.00011919539424427428,0,LOW,0-10%
55368754.1744761302,0.042,0,LOW,0-10%
898149303.1745304099,0.015629691685639255,0,LOW,0-10%
224634192.1743394434,0.015629691685639255,0,LOW,0-10%
765966595.1745307842,0.041,0,LOW,0-10%
390927494.1743485517,0.34155039682539645,0,MEDIUM,30-40%
1664299820.1744095640,0.015629691685639255,0,LOW,0-10%
406381894.1744339797,0.024634381568009962,0,LOW,0-10%
2018900421.1743425017,0.015629691685639255,0,LOW,0-10%
824168278.1745149058,0.24041821511821498,0,LOW,20-30%
1365606188.1736482146,0.034,0,LOW,0-10%
1904278157.1744270549,0.344,0,MEDIUM,30-40%
509493168.1743826627,0.004,0,LOW,0-10%
819101062.1744623642,0.00032745313799537994,0,LOW,0-10%
712749877.1743753828,0.017,0,LOW,0-10%
1045654409.1744759231,0.024634381568009962,0,LOW,0-10%
13862171.1744774131,0.028345003430831354,0,LOW,0-10%
1719011887.1743632532,0.7771336189395402,1,MEDIUM,70-80%
1342655743.1743543608,0.005,0,LOW,0-10%
1693103725.1743822093,0.05616666666666667,0,LOW,0-10%
1576335335.1743393163,0.024634381568009962,0,LOW,0-10%
632394677.1744403667,0.122,0,LOW,10-20%
1751831440.1744602152,0.003,0,LOW,0-10%
639819897.1744586255,0.015629691685639255,0,LOW,0-10%
1287293540.1744768141,0.07633333333333334,0,LOW,0-10%
361859637.1744709343,0.022,0,LOW,0-10%
1942281663.1744976010,0.02,0,LOW,0-10%
1750341186.1743848217,0.034,0,LOW,0-10%
1859426353.1743397667,0.001,0,LOW,0-10%
1196859950.1744666485,0.017,0,LOW,0-10%
1885732427.1743983685,0.6730698355730108,1,MEDIUM,60-70%
287444998.1744602294,0.003,0,LOW,0-10%
230066191.1745056976,0.005,0,LOW,0-10%
1689188807.1744776307,0.1378793650793651,0,LOW,10-20%
124196585.1743411693,0.6730698355730108,1,MEDIUM,60-70%
1714581872.1744682679,0.3847456920064057,0,MEDIUM,30-40%
1316640474.1744777931,0.004,0,LOW,0-10%
764646670.1744154846,0.6034663591869088,1,MEDIUM,60-70%
721658837.1744682685,0.3847456920064057,0,MEDIUM,30-40%
690515514.1744755269,0.028345003430831354,0,LOW,0-10%
258894407.1743393239,0.015629691685639255,0,LOW,0-10%
1286753881.1744346648,0.024634381568009962,0,LOW,0-10%
1049714312.1744693220,0.015629691685639255,0,LOW,0-10%
1925585128.1743554453,0.002,0,LOW,0-10%
1561636120.1744808784,0.024634381568009962,0,LOW,0-10%
995456807.1743472535,0.13640243367743396,0,LOW,10-20%
1390844518.1743062615,0.008,0,LOW,0-10%
124680015.1744796589,0.024634381568009962,0,LOW,0-10%
2090947541.1726463674,0.015629691685639255,0,LOW,0-10%
545359332.1743569237,0.015629691685639255,0,LOW,0-10%
96325641.1744801810,0.024634381568009962,0,LOW,0-10%
933357753.1743547477,0.8921206349206348,1,HIGH,80-90%
639831483.1743634766,0.015629691685639255,0,LOW,0-10%
9131447.1744429172,0.024634381568009962,0,LOW,0-10%
999892394.1744010952,0.004,0,LOW,0-10%
83848597.1743554963,0.015629691685639255,0,LOW,0-10%
1249913483.1743398760,0.015629691685639255,0,LOW,0-10%
2026734417.1743634354,0.024634381568009962,0,LOW,0-10%
358372262.1743483739,0.001,0,LOW,0-10%
1718469460.1743628971,0.001,0,LOW,0-10%
711018657.1743463987,0.6034663591869088,1,MEDIUM,60-70%
1310678308.1743503867,0.021,0,LOW,0-10%
163052341.1743982889,0.21799718337218324,0,LOW,20-30%
1165183284.1743566830,0.015629691685639255,0,LOW,0-10%
1238789067.1743403026,0.001,0,LOW,0-10%
1426926360.1744849916,0.015629691685639255,0,LOW,0-10%
840658209.1743414109,0.015629691685639255,0,LOW,0-10%
239553320.1743400729,0.015629691685639255,0,LOW,0-10%
1369090111.1743372564,0.001,0,LOW,0-10%
1412542953.1744401762,0.538530713146503,1,MEDIUM,50-60%
1243314118.1744693609,0.024634381568009962,0,LOW,0-10%
882989422.1745287828,0.7771336189395402,1,MEDIUM,70-80%
625643995.1744414712,0.034,0,LOW,0-10%
2020063572.1744686659,0.6730698355730108,1,MEDIUM,60-70%
1250628423.1743491177,0.005,0,LOW,0-10%
2139905281.1743462712,0.024634381568009962,0,LOW,0-10%
709628170.1744841353,0.015629691685639255,0,LOW,0-10%
821250555.1744926200,0.005,0,LOW,0-10%
1354327727.1744953070,0.05,0,LOW,0-10%
1953170488.1743550364,0.002,0,LOW,0-10%
1858867951.1744788231,0.024634381568009962,0,LOW,0-10%
1113139088.1744599558,0.005,0,LOW,0-10%
690171838.1744851940,0.024634381568009962,0,LOW,0-10%
2055914033.1744855700,0.017333333333333333,0,LOW,0-10%
590583866.1744063117,0.2582900072150076,0,LOW,20-30%
987527806.1744988134,0.022,0,LOW,0-10%
6445199.1744076596,0.062,0,LOW,0-10%
1719392005.1744008872,0.015629691685639255,0,LOW,0-10%
862341430.1743494476,0.004,0,LOW,0-10%
252749792.1744360637,0.2279115079365079,0,LOW,20-30%
1033389700.1744762658,0.005,0,LOW,0-10%
1422742164.1743047938,0.9298380952380952,1,HIGH,90-100%
1919289022.1744867650,0.001,0,LOW,0-10%
1748967446.1744769690,0.008092063492063492,0,LOW,0-10%
1673385879.1743389241,0.001,0,LOW,0-10%
1878822817.1712181104,0.001,0,LOW,0-10%
917145474.1743978394,0.002,0,LOW,0-10%
247909368.1743567724,0.002,0,LOW,0-10%
1803783064.1745293922,0.8718875644780059,1,HIGH,80-90%
212659148.1745132661,0.012,0,LOW,0-10%
543984036.1744805469,0.041,0,LOW,0-10%
1041191531.1743495667,0.0005555555555555556,0,LOW,0-10%
1850852376.1743465424,0.003,0,LOW,0-10%
381926405.1743636982,0.015,0,LOW,0-10%
1718876760.1743478575,0.001,0,LOW,0-10%
1228417737.1743470245,0.006,0,LOW,0-10%
209684309.1745315257,0.368792426364485,0,MEDIUM,30-40%
2022655913.1745213260,0.22964999999999997,0,LOW,20-30%
606590608.1744586191,0.014,0,LOW,0-10%
1693127403.1743482697,0.001,0,LOW,0-10%
1002188627.1744740565,0.8537750166500158,1,HIGH,80-90%
1584543957.1744778396,0.002,0,LOW,0-10%
563635945.1743378497,0.024,0,LOW,0-10%
1870719686.1743393647,0.001,0,LOW,0-10%
308619141.1743635790,0.001,0,LOW,0-10%
1703853550.1743553971,0.5352230158730158,1,MEDIUM,50-60%
152955307.1743471626,0.3642345238095236,0,MEDIUM,30-40%
1255393927.1744074103,0.021,0,LOW,0-10%
1364300050.1737506831,0.025,0,LOW,0-10%
1214063191.1744169064,0.7274797619047619,1,MEDIUM,70-80%
1584368431.1743475323,0.001,0,LOW,0-10%
1093484147.1744097859,0.32225,0,MEDIUM,30-40%
2142787497.1728015508,0.014,0,LOW,0-10%
1548078678.1733449296,0.0005555555555555556,0,LOW,0-10%
108581282.1744350634,0.9308488095238096,1,HIGH,90-100%
513331923.1743472170,0.001,0,LOW,0-10%
1874823026.1743582651,0.003,0,LOW,0-10%
932333806.1744764443,0.0005555555555555556,0,LOW,0-10%
1688417329.1745094951,0.002,0,LOW,0-10%
1666404728.1743716089,0.008092063492063492,0,LOW,0-10%
947312356.1743379055,0.01,0,LOW,0-10%
1818001106.1744098246,0.8718875644780059,1,HIGH,80-90%
753580627.1744695376,0.0005555555555555556,0,LOW,0-10%
417469479.1698985575,0.026,0,LOW,0-10%
705844173.1743663123,0.024,0,LOW,0-10%
1016102555.1743478848,0.057,0,LOW,0-10%
541838394.1743663404,0.008092063492063492,0,LOW,0-10%
298931677.1744782552,0.22964999999999997,0,LOW,20-30%
407363016.1743407230,0.001,0,LOW,0-10%
1654232056.1743643957,0.6692488095238096,1,MEDIUM,60-70%
1803570435.1745115915,0.04,0,LOW,0-10%
592963162.1745286846,0.012,0,LOW,0-10%
1146950968.1743702536,0.002,0,LOW,0-10%
399294731.1744783831,0.0005555555555555556,0,LOW,0-10%
1838961611.1744566624,0.05,0,LOW,0-10%
1147583150.1743551130,0.016,0,LOW,0-10%
1245018156.1692934954,0.001,0,LOW,0-10%
566415797.1745276182,0.7985986846486841,1,MEDIUM,70-80%
1585125535.1745293682,0.008092063492063492,0,LOW,0-10%
1641337347.1743397162,0.019,0,LOW,0-10%
311930498.1743392953,0.02,0,LOW,0-10%
1729619031.1745113321,0.368792426364485,0,MEDIUM,30-40%
746631166.1743988449,0.001,0,LOW,0-10%
1318532204.1744085753,0.7985986846486841,1,MEDIUM,70-80%
1644050105.1744105772,0.026,0,LOW,0-10%
1508012748.1744692878,0.04,0,LOW,0-10%
1274262045.1743467986,0.021,0,LOW,0-10%
1346569064.1743495604,0.0005555555555555556,0,LOW,0-10%
1822537410.1744782226,0.002,0,LOW,0-10%
359058062.1732845750,0.033,0,LOW,0-10%
1808283147.1743495312,0.03,0,LOW,0-10%
653504967.1744762469,0.03,0,LOW,0-10%
1583490367.1743582474,0.003,0,LOW,0-10%
477191345.1744765413,0.26415506993007004,0,LOW,20-30%
133419287.1743631502,0.002,0,LOW,0-10%
1086453108.1744364378,0.7882569430569419,1,MEDIUM,70-80%
2003034219.1743555545,0.007,0,LOW,0-10%
1203941942.1743556314,0.2095,0,LOW,20-30%
111519386.1744594954,0.03,0,LOW,0-10%
1112740255.1619668025,0.0005555555555555556,0,LOW,0-10%
1701247973.1743563504,0.003,0,LOW,0-10%
98666765.1743484023,0.001,0,LOW,0-10%
1728912621.1743551929,0.009,0,LOW,0-10%
746710168.1745003338,0.002,0,LOW,0-10%
1736731232.1744720008,0.222,0,LOW,20-30%
670362445.1745280026,0.32225,0,MEDIUM,30-40%
670538988.1744788225,0.0005555555555555556,0,LOW,0-10%
362955364.1743561937,0.007,0,LOW,0-10%
1604581924.1745097590,0.012,0,LOW,0-10%
1228117903.1743378647,0.002,0,LOW,0-10%
1230353895.1744698618,0.04,0,LOW,0-10%
1965242418.1736738324,0.036,0,LOW,0-10%
1263672812.1744679550,0.014,0,LOW,0-10%
1991370941.1744769618,0.234,0,LOW,20-30%
766159732.1744744751,0.8448412504162494,1,MEDIUM,80-90%
174221260.1744074079,0.8718875644780059,1,HIGH,80-90%
1933396974.1744716205,0.04,0,LOW,0-10%
11867150.1743461303,0.021,0,LOW,0-10%
648707834.1744788338,0.0005555555555555556,0,LOW,0-10%
1598429363.1744333301,0.026,0,LOW,0-10%
916942443.1743411053,0.0005555555555555556,0,LOW,0-10%
1798608853.1743639561,0.066,0,LOW,0-10%
1022679681.1744718293,0.0005555555555555556,0,LOW,0-10%
913070648.1744596231,0.06583333333333334,0,LOW,0-10%
2012985693.1744155988,0.008092063492063492,0,LOW,0-10%
1071053281.1743390791,0.014,0,LOW,0-10%
1399153254.1743473378,0.016,0,LOW,0-10%
581823275.1744676745,0.32225,0,MEDIUM,30-40%
2028145923.1745312804,0.771833647479971,1,MEDIUM,70-80%
1281174943.1743465125,0.9739690476190476,1,HIGH,90-100%
295895751.1743479793,0.002,0,LOW,0-10%
501783339.1744874762,0.329,0,MEDIUM,30-40%
367525410.1743394051,0.009,0,LOW,0-10%
304526945.1743555733,0.001,0,LOW,0-10%
1962692738.1744011699,0.0005555555555555556,0,LOW,0-10%
490200000.1744864376,0.066,0,LOW,0-10%
1111053132.1743555448,0.008,0,LOW,0-10%
212469878.1743567208,0.8811686182281774,1,HIGH,80-90%
1657967108.1743564734,0.04,0,LOW,0-10%
956297756.1736830764,0.001,0,LOW,0-10%
376201898.1745205484,0.027,0,LOW,0-10%
590026942.1744691842,0.002,0,LOW,0-10%
662688703.1731450499,0.014,0,LOW,0-10%
1925375588.1707290182,0.003,0,LOW,0-10%
1660404208.1743215713,0.001,0,LOW,0-10%
1599871656.1743469459,0.027,0,LOW,0-10%
623786373.1743463959,0.008,0,LOW,0-10%
1475925328.1743822788,0.0005555555555555556,0,LOW,0-10%
2068917596.1743567473,0.008092063492063492,0,LOW,0-10%
29667637.1743073799,0.8718875644780059,1,HIGH,80-90%
1027546764.1744691045,0.026,0,LOW,0-10%
1430744917.1743397533,0.003,0,LOW,0-10%
1988772449.1743381944,0.009,0,LOW,0-10%
970965427.1744989106,0.04,0,LOW,0-10%
1296667059.1744538294,0.3642345238095236,0,MEDIUM,30-40%
1701884128.1744680343,0.06583333333333334,0,LOW,0-10%
1587765823.1744269287,0.0005555555555555556,0,LOW,0-10%
519908097.1743413444,0.006,0,LOW,0-10%
1410859517.1743398661,0.48397857142857137,0,MEDIUM,40-50%
1806135692.1741127408,0.001,0,LOW,0-10%
879011522.1727415786,0.0005555555555555556,0,LOW,0-10%
554766259.1743401761,0.6892846341566932,1,MEDIUM,60-70%
402426953.1743388388,0.06583333333333334,0,LOW,0-10%
662801825.1719463018,0.001,0,LOW,0-10%
1819683681.1744689180,0.012,0,LOW,0-10%
1686190286.1743632196,0.001,0,LOW,0-10%
971578521.1743793244,0.003,0,LOW,0-10%
1170291718.1743636906,0.003,0,LOW,0-10%
32593835.1744614980,0.003,0,LOW,0-10%
1062255018.1744069812,0.003,0,LOW,0-10%
603593205.1744718362,0.003,0,LOW,0-10%
1410984385.1743586142,0.002,0,LOW,0-10%
1392489377.1743504327,0.012,0,LOW,0-10%
1027480318.1743466830,0.002,0,LOW,0-10%
1734845961.1744681567,0.002,0,LOW,0-10%
403999193.1743395215,0.002,0,LOW,0-10%
471280368.1744699245,0.001,0,LOW,0-10%
2134608994.1744852164,0.0784857142857143,0,LOW,0-10%
1754942663.1743693565,0.020625,0,LOW,0-10%
1948361182.1743492833,0.004,0,LOW,0-10%
1951235444.1743408765,0.004,0,LOW,0-10%
1726702254.1745319182,0.002,0,LOW,0-10%
986768170.1744581625,0.005,0,LOW,0-10%
972764965.1738851292,0.002,0,LOW,0-10%
1035272490.1743623071,0.002,0,LOW,0-10%
604346843.1743619840,0.001,0,LOW,0-10%
616310864.1743552228,0.001,0,LOW,0-10%
45638705.1744839605,0.003,0,LOW,0-10%
382912078.1744370348,0.002,0,LOW,0-10%
1166548602.1745237662,0.03966666666666666,0,LOW,0-10%
1950216722.1743369986,0.014,0,LOW,0-10%
839378326.1745040730,0.003,0,LOW,0-10%
2029829238.1743734230,0.024,0,LOW,0-10%
711054783.1743904235,0.003,0,LOW,0-10%
1475740203.1744417449,0.23086904761904758,0,LOW,20-30%
1892823423.1744638716,0.027,0,LOW,0-10%
719244076.1745068795,0.003,0,LOW,0-10%
1533207107.1745116282,0.003,0,LOW,0-10%
1186131445.1666403992,0.001,0,LOW,0-10%
653425543.1743637652,0.001,0,LOW,0-10%
663187774.1744253823,0.03,0,LOW,0-10%
1860700459.1725330876,0.011213095238095237,0,LOW,0-10%
1165929978.1745218201,0.003,0,LOW,0-10%
188684630.1745229855,0.002,0,LOW,0-10%
652621535.1744696560,0.002,0,LOW,0-10%
1180851942.1744059463,0.002,0,LOW,0-10%
1855220961.1744680599,0.003,0,LOW,0-10%
600999881.1744925568,0.006,0,LOW,0-10%
1992500639.1743412491,0.002,0,LOW,0-10%
1879583586.1742165772,0.002,0,LOW,0-10%
2072178417.1743402872,0.003,0,LOW,0-10%
1374468783.1744674224,0.039,0,LOW,0-10%
872482588.1744628064,0.003,0,LOW,0-10%
1236734158.1745111517,0.017,0,LOW,0-10%
987157055.1745288955,0.002,0,LOW,0-10%
540888674.1745213150,0.003,0,LOW,0-10%
1825008922.1743537738,0.002,0,LOW,0-10%
1566161281.1745184280,0.002,0,LOW,0-10%
1519543934.1744007082,0.009,0,LOW,0-10%
734624799.1743568165,0.002,0,LOW,0-10%
2055565455.1743758836,0.003,0,LOW,0-10%
452835671.1744072104,0.0034,0,LOW,0-10%
913665301.1745183012,0.002,0,LOW,0-10%
1731227560.1745111578,0.104,0,LOW,10-20%
1602934598.1743551036,0.031161111111111108,0,LOW,0-10%
31476735.1743907966,0.014,0,LOW,0-10%
1813963955.1731449317,0.036533333333333334,0,LOW,0-10%
708202163.1743806740,0.002,0,LOW,0-10%
971145796.1744691215,0.007,0,LOW,0-10%
318735017.1744675941,0.023,0,LOW,0-10%
1073646605.1743406986,0.007,0,LOW,0-10%
1180930679.1744928264,0.027,0,LOW,0-10%
2019586928.1744800814,0.04,0,LOW,0-10%
30453322.1744950709,0.02,0,LOW,0-10%
1465479794.1744708031,0.1,0,LOW,0-10%
1164687181.1744432250,0.001,0,LOW,0-10%
1370664039.1745290284,0.023,0,LOW,0-10%
1688930013.1744323157,0.040785714285714286,0,LOW,0-10%
1526562758.1743647120,0.018,0,LOW,0-10%
1670068805.1745138033,0.034,0,LOW,0-10%
2051603485.1745200322,0.03241111111111111,0,LOW,0-10%
2073620158.1745221568,0.024,0,LOW,0-10%
1854064105.1744781908,0.004,0,LOW,0-10%
796550152.1743819302,0.007,0,LOW,0-10%
211564176.1745081842,0.022,0,LOW,0-10%
2111765409.1744110080,0.008,0,LOW,0-10%
2049813454.1744735857,0.003,0,LOW,0-10%
177720352.1743401475,0.001,0,LOW,0-10%
626939127.1745120290,0.029,0,LOW,0-10%
288225293.1743655610,0.001,0,LOW,0-10%
529420445.1744535603,0.016,0,LOW,0-10%
1204843249.1745057230,0.013,0,LOW,0-10%
1619405774.1744864877,0.001,0,LOW,0-10%
1372822980.1744623652,0.008,0,LOW,0-10%
68105827.1744071429,0.008,0,LOW,0-10%
2036579282.1744886153,0.06995238095238095,0,LOW,0-10%
2055200340.1743497266,0.001,0,LOW,0-10%
1248947818.1744647631,0.066,0,LOW,0-10%
2029870735.1745203112,0.016,0,LOW,0-10%
890649762.1743390059,0.004,0,LOW,0-10%
599546128.1744631783,0.008,0,LOW,0-10%
1598469098.1743589301,0.008,0,LOW,0-10%
530647650.1745295051,0.004,0,LOW,0-10%
1955869318.1743349962,0.002,0,LOW,0-10%
