user_pseudo_id,conversion_flag,predicted_conversion_flag,conversion_probability
672139701.1745082687,0,0,0.11936066299676895
1790154556.1745139806,0,0,0.11936066299676895
1362946602.1745122937,0,0,0.11936066299676895
2118719559.1724924091,0,0,0.11936066299676895
2118574488.1745140529,0,0,0.11936066299676895
1451061144.1745094264,0,0,0.11936066299676895
1903177427.1745071248,0,0,0.11936066299676895
868974182.1744701941,0,0,0.11936066299676895
1207392184.1744687287,0,0,0.11936066299676895
2037363279.1744696229,0,0,0.11936066299676895
488494129.1744718126,0,0,0.11936066299676895
124903930.1744722365,0,0,0.11936066299676895
963836398.1744705931,0,0,0.11936066299676895
220362418.1744699691,0,0,0.11936066299676895
1530249368.1744690940,0,0,0.11936066299676895
2039894058.1744668552,0,0,0.11936066299676895
1283178642.1744679162,0,0,0.11936066299676895
1935863598.1744674802,0,0,0.11936066299676895
1829906079.1742260923,0,0,0.11936066299676895
1589293539.1744679148,0,0,0.11936066299676895
429409351.1744632078,0,0,0.11936066299676895
2032068399.1744675711,0,0,0.11936066299676895
1736407645.1744674033,0,0,0.11936066299676895
1784291339.1745177702,0,0,0.11936066299676895
1255748770.1745189842,0,0,0.11936066299676895
2073897072.1745230777,0,0,0.11936066299676895
685897085.1745194837,0,0,0.11936066299676895
1535887941.1745236138,0,0,0.11936066299676895
540888674.1745213150,0,0,0.11936066299676895
1883290532.1745233448,0,0,0.11936066299676895
2030183596.1745225804,0,0,0.11936066299676895
1484491404.1745189962,0,0,0.11936066299676895
130606879.1745204108,0,0,0.11936066299676895
1212991721.1745184326,0,0,0.11936066299676895
1414763485.1745230458,0,0,0.11936066299676895
1906616751.1745239863,0,0,0.11936066299676895
908595773.1745226809,0,0,0.11936066299676895
1943492706.1745213468,0,0,0.11936066299676895
89347951.1745216288,0,0,0.11936066299676895
710999352.1744985825,0,0,0.11936066299676895
914828773.1745047087,0,0,0.11936066299676895
1178656830.1745051452,0,0,0.11936066299676895
248422301.1745040636,0,0,0.11936066299676895
1726581906.1745044488,0,0,0.11936066299676895
996049943.1745048572,0,0,0.11936066299676895
818844508.1744959194,0,0,0.11936066299676895
1067163086.1744969560,0,0,0.11936066299676895
1189774958.1744899603,0,0,0.11936066299676895
1353193362.1744927507,0,0,0.11936066299676895
93395941.1744943110,0,0,0.11936066299676895
233846650.1744931643,0,0,0.11936066299676895
1236783230.1744853524,0,0,0.11936066299676895
1046421032.1744861032,0,0,0.11936066299676895
432452884.1744856465,0,0,0.11936066299676895
194101022.1744854964,0,0,0.11936066299676895
3420518.1738678521,0,0,0.11936066299676895
1888145374.1744893720,0,0,0.11936066299676895
1851447476.1744812010,0,0,0.11936066299676895
374382666.1744881319,0,0,0.11936066299676895
1239236888.1744875245,0,0,0.11936066299676895
1707054394.1744869202,0,0,0.11936066299676895
824757204.1744845385,0,0,0.11936066299676895
1519649539.1744861466,0,0,0.11936066299676895
420007603.1744852250,0,0,0.11936066299676895
304626961.1742417347,0,0,0.11936066299676895
850479137.1744845312,0,0,0.11936066299676895
837541200.1744864033,0,0,0.11936066299676895
304457253.1744795480,0,0,0.11936066299676895
1753809979.1744768520,0,0,0.11936066299676895
666694286.1740884732,0,0,0.11936066299676895
1592466556.1744785085,0,0,0.11936066299676895
418535101.1744773052,0,0,0.11936066299676895
1338612875.1738797451,0,0,0.11936066299676895
1896244843.1744776226,0,0,0.11936066299676895
224651354.1744797449,0,0,0.11936066299676895
332642870.1744804500,0,0,0.11936066299676895
1832909222.1744805607,0,0,0.11936066299676895
1050369906.1733034850,0,0,0.11936066299676895
2023259869.1744776004,0,0,0.11936066299676895
794498524.1744799935,0,0,0.11936066299676895
1189575752.1744782882,0,0,0.11936066299676895
1269942170.1744779168,0,0,0.11936066299676895
1744897528.1744779720,0,0,0.11936066299676895
1658710035.1743035310,0,0,0.11936066299676895
474817020.1744750257,0,0,0.11936066299676895
1764391808.1744797874,0,0,0.11936066299676895
1872582978.1744776946,0,0,0.11936066299676895
1191634908.1744559595,0,0,0.11936066299676895
1054127111.1744606483,0,0,0.11936066299676895
22440566.1744588832,0,0,0.11936066299676895
2085518383.1744158237,0,0,0.11936066299676895
1086138883.1744595185,0,0,0.11936066299676895
240542899.1744583662,0,0,0.11936066299676895
1554375339.1744620591,0,0,0.11936066299676895
872232144.1744589047,0,0,0.11936066299676895
2074189796.1744592938,0,0,0.11936066299676895
1649647757.1744612727,0,0,0.11936066299676895
777076055.1744586337,0,0,0.11936066299676895
1838775345.1744591158,0,0,0.11936066299676895
160905693.1744607476,0,0,0.11936066299676895
135595752.1744593201,0,0,0.11936066299676895
1543375463.1744620777,0,0,0.11936066299676895
101631520.1744610533,0,0,0.11936066299676895
1239323658.1744594557,0,0,0.11936066299676895
1948273577.1744599536,0,0,0.11936066299676895
427309465.1745125132,0,0,0.11936066299676895
40776539.1744691218,0,0,0.11936066299676895
1131073266.1717031200,0,0,0.11936066299676895
1920012683.1744695241,0,0,0.11936066299676895
137310959.1744646993,0,0,0.11936066299676895
514858171.1744285426,0,0,0.11936066299676895
649337739.1743653493,0,0,0.11936066299676895
1570206209.1744669137,0,0,0.11936066299676895
19909701.1744685934,0,0,0.11936066299676895
1779474447.1744719442,0,0,0.11936066299676895
1710574125.1744697211,0,0,0.11936066299676895
1039451818.1744693898,0,0,0.11936066299676895
150991342.1744691638,0,0,0.11936066299676895
2107838851.1744724151,0,0,0.11936066299676895
546595740.1744693298,0,0,0.11936066299676895
420876493.1744682993,0,0,0.11936066299676895
1714393508.1744695988,0,0,0.11936066299676895
624126388.1744674414,0,0,0.11936066299676895
58481156.1741562112,0,0,0.11936066299676895
717077958.1744598781,0,0,0.11936066299676895
1621035722.1744697722,0,0,0.11936066299676895
35414007.1744641343,0,0,0.11936066299676895
353350034.1744665909,0,0,0.11936066299676895
594540355.1744685703,0,0,0.11936066299676895
1642658538.1745189840,0,0,0.11936066299676895
1200713303.1745194620,0,0,0.11936066299676895
1661797435.1745238667,0,0,0.11936066299676895
1798359735.1745190448,0,0,0.11936066299676895
1523348142.1745232603,0,0,0.11936066299676895
